measurement_id,sample_id_x,station_id,cruise_id,age,length,weight,sex_number,maturity_number,gutted_weight,liver_weight,gonad_weight,area_grid,sub_area_grid,shot_latitude,shot_longitude,gsi,hsi,bounding_box,image__content__url,quarter,quarter_2,quarter_3,quarter_4,quarter_sin,quarter_cos
24527542,553010,346411,20695,2.0,28,185.0,2.0,1.0,170.0,5.0,5.0,721,3,67.05,-21.5483333333333,2.702702702702702,2.702702702702702,"[[1290, 2042], [2278, 2613]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=CjQZQ4nRQsB4O3rIu6mneyadqGo%3D&Expires=1765370944,4,False,False,True,-2.4492935982947064e-16,1.0
24527543,553010,346411,20695,2.0,29,160.0,1.0,1.0,145.0,20.0,1.0,721,3,67.05,-21.5483333333333,0.625,12.5,"[[2328, 2054], [2911, 2595]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=Kae9GMshlL7cxZOw3s%2FAPze4nbY%3D&Expires=1765370948,4,False,False,True,-2.4492935982947064e-16,1.0
24527544,553010,346411,20695,2.0,31,220.0,1.0,1.0,205.0,5.0,2.0,721,3,67.05,-21.5483333333333,0.9090909090909092,2.272727272727273,"[[2980, 2073], [3801, 2631]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=UtEkGewIk7xCJB5VRuJq4Ya%2F8r0%3D&Expires=1765370960,4,False,False,True,-2.4492935982947064e-16,1.0
24527545,553010,346411,20695,3.0,34,300.0,2.0,1.0,265.0,5.0,2.0,721,3,67.05,-21.5483333333333,0.6666666666666667,1.6666666666666667,"[[3883, 2110], [4642, 2619]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=fVz5DJfMRFqLQcr4K6BMkMsjpFY%3D&Expires=1765370959,4,False,False,True,-2.4492935982947064e-16,1.0
24527546,553010,346411,20695,2.0,31,245.0,1.0,1.0,220.0,5.0,2.0,721,3,67.05,-21.5483333333333,0.8163265306122449,2.0408163265306123,"[[4688, 2110], [5668, 2638]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=%2F%2BZsn3LoaAFHuFrHA0h9AFluPRs%3D&Expires=1765370950,4,False,False,True,-2.4492935982947064e-16,1.0
24527539,553010,346411,20695,5.0,63,2150.0,2.0,1.0,1645.0,85.0,3.0,721,3,67.05,-21.5483333333333,0.1395348837209302,3.953488372093023,"[[3538, 1191], [4600, 1820]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=%2F%2BZsn3LoaAFHuFrHA0h9AFluPRs%3D&Expires=1765370950,4,False,False,True,-2.4492935982947064e-16,1.0
24527538,553010,346411,20695,8.0,88,5292.0,1.0,4.0,4382.0,390.0,20.0,721,3,67.05,-21.5483333333333,0.3779289493575208,7.369614512471655,"[[2568, 1148], [3519, 1777]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=FB4tRFe5%2F%2Fnbm09jD8103AVbJtc%3D&Expires=1765370946,4,False,False,True,-2.4492935982947064e-16,1.0
24527726,553011,346412,20695,2.0,30,218.0,1.0,1.0,198.0,2.0,,721,4,67.0823333333333,-21.18,,0.9174311926605504,"[[2518, 2889], [3126, 3349]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=Kae9GMshlL7cxZOw3s%2FAPze4nbY%3D&Expires=1765370948,4,False,False,True,-2.4492935982947064e-16,1.0
24527725,553011,346412,20695,2.0,27,159.0,2.0,1.0,145.0,2.0,,721,4,67.0823333333333,-21.18,,1.257861635220126,"[[1566, 2846], [2475, 3306]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=FB4tRFe5%2F%2Fnbm09jD8103AVbJtc%3D&Expires=1765370946,4,False,False,True,-2.4492935982947064e-16,1.0
24527734,553011,346412,20695,4.0,49,966.0,1.0,1.0,879.0,34.0,,721,4,67.0823333333333,-21.18,,3.5196687370600417,"[[5584, 3592], [6645, 4221]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=Iiq%2Bv6Y%2F4QdQhqV8ok%2BURxQ2vL0%3D&Expires=1765370954,4,False,False,True,-2.4492935982947064e-16,1.0
24527732,553011,346412,20695,6.0,69,2957.0,1.0,1.0,2580.0,109.0,,721,4,67.0823333333333,-21.18,,3.68616841393304,"[[3569, 3531], [4630, 4160]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=UtEkGewIk7xCJB5VRuJq4Ya%2F8r0%3D&Expires=1765370960,4,False,False,True,-2.4492935982947064e-16,1.0
24527731,553011,346412,20695,5.0,57,1597.0,2.0,2.0,1337.0,68.0,7.0,721,4,67.0823333333333,-21.18,0.4383218534752661,4.257983719474014,"[[2604, 3589], [3469, 4135]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=Kae9GMshlL7cxZOw3s%2FAPze4nbY%3D&Expires=1765370948,4,False,False,True,-2.4492935982947064e-16,1.0
24527730,553011,346412,20695,4.0,52,1248.0,1.0,1.0,1033.0,83.0,,721,4,67.0823333333333,-21.18,,6.6506410256410255,"[[1462, 3506], [2523, 4135]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=FB4tRFe5%2F%2Fnbm09jD8103AVbJtc%3D&Expires=1765370946,4,False,False,True,-2.4492935982947064e-16,1.0
24527729,553011,346412,20695,3.0,38,445.0,2.0,1.0,411.0,7.0,,721,4,67.0823333333333,-21.18,,1.5730337078651686,"[[4988, 2812], [6050, 3441]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=r1ohZuxo4Es8ux3bRDWBFVDFrFU%3D&Expires=1765370957,4,False,False,True,-2.4492935982947064e-16,1.0
24527728,553011,346412,20695,4.0,41,571.0,2.0,1.0,469.0,15.0,,721,4,67.0823333333333,-21.18,,2.626970227670753,"[[4091, 2920], [4876, 3435]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=0dGNpOh64t0WAVB%2FKHEZifru7Fg%3D&Expires=1765370942,4,False,False,True,-2.4492935982947064e-16,1.0
24527727,553011,346412,20695,4.0,45,734.0,2.0,1.0,624.0,20.0,,721,4,67.0823333333333,-21.18,,2.7247956403269753,"[[3182, 2914], [3961, 3380]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=LCYPHFaZP1R6UTEvq7f6UyfCqLQ%3D&Expires=1765370947,4,False,False,True,-2.4492935982947064e-16,1.0
24527733,553011,346412,20695,6.0,78,3937.0,1.0,2.0,3054.0,100.0,4.0,721,4,67.0823333333333,-21.18,0.1016002032004063,2.54000508001016,"[[4687, 3607], [5545, 4160]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/3bf449969c1afe1b3101deb76f2938091987f0217f46b12da2e6e920c31491f0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=9MVvJ%2BD3Y8Lx7fgS2J3iwuNo%2BxU%3D&Expires=1765370951,4,False,False,True,-2.4492935982947064e-16,1.0
24528071,553012,346413,20695,5.0,67,2500.0,2.0,2.0,2170.0,160.0,10.0,671,2,66.8851666666667,-21.172,0.4,6.4,"[[5060, 1226], [5787, 1607]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=K8Jk4hCg7uIt9T2U%2FwGDRkxjLgU%3D&Expires=1765370957,4,False,False,True,-2.4492935982947064e-16,1.0
24528073,553012,346413,20695,8.0,101,8830.0,2.0,2.0,7400.0,660.0,105.0,671,2,66.8851666666667,-21.172,1.189127972819932,7.474518686296716,"[[1378, 1878], [2328, 2455]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=sGte%2Bcad24GOjl6ryzsZedCOeQQ%3D&Expires=1765370959,4,False,False,True,-2.4492935982947064e-16,1.0
24528075,553012,346413,20695,5.0,64,1990.0,1.0,2.0,1780.0,85.0,10.0,671,2,66.8851666666667,-21.172,0.5025125628140703,4.271356783919598,"[[3623, 2058], [4425, 2438]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=2aSv%2B9IgDvA%2BtPdYp2TUg1M1DRc%3D&Expires=1765370956,4,False,False,True,-2.4492935982947064e-16,1.0
24528070,553012,346413,20695,7.0,95,6940.0,1.0,2.0,6135.0,260.0,45.0,671,2,66.8851666666667,-21.172,0.6484149855907781,3.746397694524496,"[[3986, 1149], [4959, 1624]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=csTvPwPwPSXWC%2BWAoxSb324bLEg%3D&Expires=1765370945,4,False,False,True,-2.4492935982947064e-16,1.0
24528069,553012,346413,20695,5.0,67,2470.0,1.0,2.0,2184.0,185.0,5.0,671,2,66.8851666666667,-21.172,0.2024291497975708,7.489878542510121,"[[3090, 1282], [3869, 1620]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=0qZPsy2CgdHiBaEYpEZwsJ6MzgQ%3D&Expires=1765370955,4,False,False,True,-2.4492935982947064e-16,1.0
24528068,553012,346413,20695,6.0,91,7355.0,1.0,2.0,5690.0,545.0,105.0,671,2,66.8851666666667,-21.172,1.4276002719238612,7.409925220938137,"[[2087, 1101], [3015, 1620]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=2aSv%2B9IgDvA%2BtPdYp2TUg1M1DRc%3D&Expires=1765370956,4,False,False,True,-2.4492935982947064e-16,1.0
24528074,553012,346413,20695,9.0,107,10800.0,1.0,2.0,8070.0,370.0,125.0,671,2,66.8851666666667,-21.172,1.1574074074074074,3.425925925925926,"[[2572, 1878], [3569, 2445]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=K8Jk4hCg7uIt9T2U%2FwGDRkxjLgU%3D&Expires=1765370957,4,False,False,True,-2.4492935982947064e-16,1.0
24528067,553012,346413,20695,6.0,72,2525.0,2.0,2.0,2205.0,150.0,25.0,671,2,66.8851666666667,-21.172,0.99009900990099,5.9405940594059405,"[[1213, 1174], [2003, 1616]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=0qZPsy2CgdHiBaEYpEZwsJ6MzgQ%3D&Expires=1765370955,4,False,False,True,-2.4492935982947064e-16,1.0
24528072,553012,346413,20695,7.0,93,6530.0,2.0,2.0,5160.0,265.0,50.0,671,2,66.8851666666667,-21.172,0.7656967840735069,4.058192955589587,"[[5866, 1183], [6743, 1607]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=5MeYZZsw4pNcV6ineT6eFkC43no%3D&Expires=1765370954,4,False,False,True,-2.4492935982947064e-16,1.0
24527895,553012,346413,20695,8.0,81,6578.0,1.0,2.0,4853.0,236.0,85.0,671,2,66.8851666666667,-21.172,1.2921860747947704,3.587716631194892,"[[5696, 1961], [6674, 2430]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=K8Jk4hCg7uIt9T2U%2FwGDRkxjLgU%3D&Expires=1765370957,4,False,False,True,-2.4492935982947064e-16,1.0
24528076,553012,346413,20695,5.0,83,5270.0,2.0,2.0,4080.0,406.0,58.0,671,2,66.8851666666667,-21.172,1.1005692599620494,7.7039848197343455,"[[4598, 2058], [5504, 2453]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=6toLZ%2B1aPdxMmJoHWwDFbWQLvPU%3D&Expires=1765370952,4,False,False,True,-2.4492935982947064e-16,1.0
24528375,553013,346414,20695,8.0,103,9865.0,2.0,2.0,7510.0,640.0,155.0,670,1,66.9828333333333,-20.8213333333333,1.5712113532691332,6.487582361885454,"[[1409, 2754], [2352, 3255]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=K8Jk4hCg7uIt9T2U%2FwGDRkxjLgU%3D&Expires=1765370957,4,False,False,True,-2.4492935982947064e-16,1.0
24528376,553013,346414,20695,5.0,58,1670.0,1.0,1.0,1380.0,75.0,,670,1,66.9828333333333,-20.8213333333333,,4.491017964071856,"[[2425, 2925], [3157, 3271]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=csTvPwPwPSXWC%2BWAoxSb324bLEg%3D&Expires=1765370945,4,False,False,True,-2.4492935982947064e-16,1.0
24528377,553013,346414,20695,5.0,65,2430.0,1.0,2.0,1935.0,130.0,5.0,670,1,66.9828333333333,-20.8213333333333,0.205761316872428,5.349794238683128,"[[3308, 2897], [4125, 3239]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=6toLZ%2B1aPdxMmJoHWwDFbWQLvPU%3D&Expires=1765370952,4,False,False,True,-2.4492935982947064e-16,1.0
24528378,553013,346414,20695,4.0,57,1585.0,1.0,2.0,1290.0,90.0,2.0,670,1,66.9828333333333,-20.8213333333333,0.1261829652996845,5.678233438485805,"[[4233, 2873], [4963, 3244]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=JD2nVjVSSLCZhUh4%2FWmOkh7q%2BKk%3D&Expires=1765370960,4,False,False,True,-2.4492935982947064e-16,1.0
24528383,553013,346414,20695,5.0,54,1285.0,1.0,1.0,1090.0,75.0,,670,1,66.9828333333333,-20.8213333333333,,5.836575875486381,"[[4393, 3726], [5095, 4052]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=R5Te6n25mm2RKzis5TeJyDpKIlw%3D&Expires=1765370950,4,False,False,True,-2.4492935982947064e-16,1.0
24528384,553013,346414,20695,4.0,48,1065.0,1.0,1.0,860.0,70.0,,670,1,66.9828333333333,-20.8213333333333,,6.572769953051644,"[[5302, 3733], [6020, 4041]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=5MeYZZsw4pNcV6ineT6eFkC43no%3D&Expires=1765370954,4,False,False,True,-2.4492935982947064e-16,1.0
24528381,553013,346414,20695,5.0,61,1995.0,1.0,2.0,1595.0,130.0,5.0,670,1,66.9828333333333,-20.8213333333333,0.2506265664160401,6.516290726817042,"[[2474, 3785], [3250, 4081]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=x7vv4tYf2ieo1pR5KPMKHR5LX40%3D&Expires=1765370946,4,False,False,True,-2.4492935982947064e-16,1.0
24528382,553013,346414,20695,5.0,50,1190.0,2.0,1.0,925.0,35.0,6.0,670,1,66.9828333333333,-20.8213333333333,0.5042016806722689,2.941176470588235,"[[3437, 3791], [4140, 4064]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=WXcf%2F0DIWfPPukmSGucoDuPIqyY%3D&Expires=1765370949,4,False,False,True,-2.4492935982947064e-16,1.0
24528389,553013,346414,20695,1.0,21,65.0,2.0,1.0,60.0,2.0,,670,1,66.9828333333333,-20.8213333333333,,3.076923076923077,"[[5368, 4695], [5816, 4866]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=HbNzx1%2BG5KNleJJ%2F95SeeDXy15s%3D&Expires=1765370942,4,False,False,True,-2.4492935982947064e-16,1.0
24528388,553013,346414,20695,3.0,38,440.0,1.0,1.0,400.0,10.0,,670,1,66.9828333333333,-20.8213333333333,,2.272727272727273,"[[4421, 4617], [5037, 4889]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=t80ZVQ11W4sWY7Fl0VUGWAPTufA%3D&Expires=1765370953,4,False,False,True,-2.4492935982947064e-16,1.0
24528387,553013,346414,20695,4.0,48,1020.0,1.0,1.0,835.0,40.0,,670,1,66.9828333333333,-20.8213333333333,,3.92156862745098,"[[3487, 4561], [4152, 4879]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=sGte%2Bcad24GOjl6ryzsZedCOeQQ%3D&Expires=1765370959,4,False,False,True,-2.4492935982947064e-16,1.0
24528386,553013,346414,20695,4.0,47,1025.0,2.0,1.0,830.0,70.0,,670,1,66.9828333333333,-20.8213333333333,,6.829268292682928,"[[2390, 4594], [3087, 4896]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=6toLZ%2B1aPdxMmJoHWwDFbWQLvPU%3D&Expires=1765370952,4,False,False,True,-2.4492935982947064e-16,1.0
24528385,553013,346414,20695,3.0,45,860.0,1.0,1.0,695.0,45.0,,670,1,66.9828333333333,-20.8213333333333,,5.232558139534884,"[[1526, 4614], [2191, 4902]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=CH1Gh3q%2BF%2Fan%2FOUS3KiDeZpejbY%3D&Expires=1765370961,4,False,False,True,-2.4492935982947064e-16,1.0
24528380,553013,346414,20695,4.0,55,1415.0,1.0,1.0,1175.0,90.0,,670,1,66.9828333333333,-20.8213333333333,,6.36042402826855,"[[1481, 3799], [2249, 4087]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=i0r2PZRUuhONDKr2QFvN4Nuk1Yk%3D&Expires=1765370951,4,False,False,True,-2.4492935982947064e-16,1.0
24528379,553013,346414,20695,4.0,54,1390.0,2.0,1.0,1160.0,45.0,4.0,670,1,66.9828333333333,-20.8213333333333,0.2877697841726618,3.237410071942446,"[[5155, 2898], [5963, 3255]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/cfd4f0a5af2b65967793b0b40a144730d5a1d887060186110b44a204857066f1.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=2aSv%2B9IgDvA%2BtPdYp2TUg1M1DRc%3D&Expires=1765370956,4,False,False,True,-2.4492935982947064e-16,1.0
24528647,553014,346415,20695,4.0,45,793.0,2.0,1.0,679.0,40.0,3.0,720,3,67.0375,-20.555,0.3783102143757881,5.044136191677175,"[[5593, 2504], [6250, 2770]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/651992b7bf0a7b1ef749d1d2d7bc99db4c4a61d59ba9e169281f61b9cc9223f7.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=qK2s2jPtGJqjwiZZ2dyWCW0Hi3A%3D&Expires=1765370954,4,False,False,True,-2.4492935982947064e-16,1.0
24528646,553014,346415,20695,2.0,32,311.0,2.0,1.0,262.0,6.0,,720,3,67.0375,-20.555,,1.929260450160772,"[[4640, 2521], [5164, 2764]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/651992b7bf0a7b1ef749d1d2d7bc99db4c4a61d59ba9e169281f61b9cc9223f7.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=hKmTQhlKKHj2svC0yUPil93UItI%3D&Expires=1765370959,4,False,False,True,-2.4492935982947064e-16,1.0
24528645,553014,346415,20695,3.0,31,277.0,2.0,1.0,248.0,5.0,,720,3,67.0375,-20.555,,1.8050541516245489,"[[3723, 2521], [4276, 2750]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/651992b7bf0a7b1ef749d1d2d7bc99db4c4a61d59ba9e169281f61b9cc9223f7.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=r5A7do0MNM7dI2V4Zm3I6CMRctU%3D&Expires=1765370942,4,False,False,True,-2.4492935982947064e-16,1.0
24528644,553014,346415,20695,3.0,42,605.0,1.0,1.0,568.0,7.0,,720,3,67.0375,-20.555,,1.1570247933884297,"[[2803, 2460], [3405, 2726]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/651992b7bf0a7b1ef749d1d2d7bc99db4c4a61d59ba9e169281f61b9cc9223f7.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=fKNjX1NQ97nABn1%2BIgLyXyaO3gA%3D&Expires=1765370948,4,False,False,True,-2.4492935982947064e-16,1.0
24528642,553014,346415,20695,4.0,54,1347.0,2.0,1.0,1123.0,65.0,10.0,720,3,67.0375,-20.555,0.7423904974016332,4.825538233110616,"[[1769, 2361], [2512, 2698]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/651992b7bf0a7b1ef749d1d2d7bc99db4c4a61d59ba9e169281f61b9cc9223f7.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=T7JFbhkXVmS4l6yLjNy1xHSYJx8%3D&Expires=1765370950,4,False,False,True,-2.4492935982947064e-16,1.0
24528639,553014,346415,20695,3.0,44,804.0,1.0,1.0,651.0,14.0,,720,3,67.0375,-20.555,,1.7412935323383083,"[[5722, 1727], [6309, 1979]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/651992b7bf0a7b1ef749d1d2d7bc99db4c4a61d59ba9e169281f61b9cc9223f7.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=r5A7do0MNM7dI2V4Zm3I6CMRctU%3D&Expires=1765370942,4,False,False,True,-2.4492935982947064e-16,1.0
24528635,553014,346415,20695,4.0,56,1459.0,2.0,2.0,1194.0,20.0,6.0,720,3,67.0375,-20.555,0.411240575736806,1.3708019191226868,"[[4642, 1631], [5378, 1965]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/651992b7bf0a7b1ef749d1d2d7bc99db4c4a61d59ba9e169281f61b9cc9223f7.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=kxEiR1Z%2BW9feP5%2Bk5k0J1PSlIhc%3D&Expires=1765370953,4,False,False,True,-2.4492935982947064e-16,1.0
